[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Na (all spectra): 1702 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 80000
Query NIST Bibliographic Databases for
Na (new window)
Na Energy Levels
Na Line Wavelengths and Classification
Na Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                      Observed  |                        Ritz    |    Rel. |    Aki    | Acc. |             Ei           Ek             |              Lower level              |              Upper level               |  gi   gk  |Type|                  TP  |          Line  |
          |                     Wavelength |                     Wavelength |    Int. |    s^-1   |      |           (cm-1)       (cm-1)           |---------------------------------------|----------------------------------------|           |    |                 Ref. |          Ref.  |
          |                      Air (nm)  |                      Air (nm)  |    (?)  |           |      |                                         | Conf.                 | Term    | J   | Conf.                 | Term     | J   |           |    |                      |                |
Na VII    |                                |                   233.4        |         | 1.38e+06  | C    |  1428720           -   1471560          | 2p2.(1D).3d           | 2F      | 5/2 | 2s.2p.(3P*).4d        | 2F*      | 5/2 |   6 - 6   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   233.4403     |                   233.44+      |      40 |           |      |   331707.90        -    374532.1        | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).8f | 2[7/2]   | 3,4 |   7 - 16  |    |                      |          L914  |
Na IV     |                                |                   233.70       |         | 9.85e+06  | C    |   600534.1         -    643311.         | 2s2.2p3.(2P*).3p      | 3D      | 2   | 2s2.2p3.(2D*).3d      | 3P*      | 1   |   5 - 3   |    |             T7663c11 |                |
Na II     |                   233.7377     |                   233.74+      |      15 |           |      |   331745.06        -    374514.9        | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).8f | 2[3/2]   | 1,2 |   3 - 8   |    |                      |          L914  |
Na VII    |                                |                   233.8        |         | 5.61e+04  | D    |  1428800           -   1471560          | 2p2.(1D).3d           | 2F      | 7/2 | 2s.2p.(3P*).4d        | 2F*      | 5/2 |   8 - 6   |    |           T7192c3,LS |                |
Na IV     |                                |                   233.88       |         | 3.00e+06  | C    |   600567.7         -    643311.         | 2s2.2p3.(2P*).3p      | 3D      | 1   | 2s2.2p3.(2D*).3d      | 3P*      | 1   |   3 - 3   |    |             T7663c11 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   233.9724     |                   233.97+      |      20 |           |      |   333162.94        -    375890.0        | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).8f | 2[5/2]   | 2,3 |   3 - 12  |    |                      |          L914  |
Na VII    |                                |                   234.4        |         | 8.25e+06  | C+   |  1060580           -   1103220          | 2s2.3d                | 2D      | 3/2 | 2s.2p.(3P*).3s        | 2P*      | 1/2 |   4 - 2   |    |           T7192c3,LS |                |
Na IV     |                                |                   234.99       |         | 1.05e+07  | C+   |   600509.6         -    643052.         | 2s2.2p3.(2P*).3p      | 3D      | 3   | 2s2.2p3.(2D*).3d      | 3P*      | 2   |   7 - 5   |    |             T7663c11 |                |
Na IV     |                                |                   235.12       |         | 1.42e+06  | C    |   600534.1         -    643052.         | 2s2.2p3.(2P*).3p      | 3D      | 2   | 2s2.2p3.(2D*).3d      | 3P*      | 2   |   5 - 5   |    |             T7663c11 |                |
Na IV     |                                |                   235.31       |         | 9.50e+04  | D    |   600567.7         -    643052.         | 2s2.2p3.(2P*).3p      | 3D      | 1   | 2s2.2p3.(2D*).3d      | 3P*      | 2   |   3 - 5   |    |             T7663c11 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   235.4        |         | 3.21e+05  | D+   |  1335830           -   1378300          | 2s2.4d                | 2D      | 5/2 | 2p2.(1D).3p           | 2F*      | 7/2 |   6 - 8   |    |           T7192c3,LS |                |
Na II     |                   235.5743     |                                |      15 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na IV     |                                |                   235.62       |         | 8.09e+03  | E    |   596578.9         -    639007.         | 2s2.2p3.(2D*).3p      | 1D      | 2   | 2s2.2p3.(2D*).3d      | 3D*      | 1   |   5 - 3   |    |             T7663c11 |                |
Na VI     |                                |                   235.8        |         | 3.06e+07  | C    |  1005710           -   1048100          | 2s.2p2.(4P).3p        | 3P*     | 2   | 2s.2p2.(4P).3d        | 3P       | 1   |   5 - 3   |    |           T5520c2,LS |                |
Na VII    |                                |                   235.8        |         | 4.16e+07  | B    |  1432140           -   1474530?         | 2p2.(1D).3d           | 2P      | 1/2 | 2s.2p.(3P*).4d        | 2P*      | 1/2 |   2 - 2   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na IV     |                                |                   235.98       |         | 5.50e+05  | D    |   596578.9         -    638943.         | 2s2.2p3.(2D*).3p      | 1D      | 2   | 2s2.2p3.(2D*).3d      | 3D*      | 2   |   5 - 5   |    |             T7663c11 |                |
Na VI     |                                |                   236.1        |         | 1.83e+07  | C    |  1005070?          -   1047410          | 2s.2p2.(4P).3p        | 3P*     | 1   | 2s.2p2.(4P).3d        | 3P       | 2   |   3 - 5   |    |           T5520c2,LS |                |
Na III    |                                |                   236.1698     |         | 3.81e+04  | E    |   418417.50        -    460746.98       | 2s2.2p4.(3P).3p       | 2P*     | 3/2 | 2s2.2p4.(3P).3d       | 4D       | 1/2 |   4 - 2   |    |            c51,T7317 |                |
Na IV     |                                |                   236.64       |         | 1.06e+03  | E    |   596578.9         -    638825.         | 2s2.2p3.(2D*).3p      | 1D      | 2   | 2s2.2p3.(2D*).3d      | 3D*      | 3   |   5 - 7   |    |             T7663c11 |                |
Na III    |                   236.7295     |                   236.7295     |       9 | 1.65e+07  | C+   |   374679.91        -    416909.31       | 2s2.2p4.(3P).3s       | 2P      | 1/2 | 2s2.2p4.(3P).3p       | 2S*      | 1/2 |   2 - 2   |    |            c51,T7317 |         L1882  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   236.8510     |                                |      20 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na III    |                                |                   236.9481     |         | 4.75e+03  | E    |   418556.54        -    460746.98       | 2s2.2p4.(3P).3p       | 2P*     | 1/2 | 2s2.2p4.(3P).3d       | 4D       | 1/2 |   2 - 2   |    |            c51,T7317 |                |
Na III    |                                |                   237.0286     |         | 8.01e+04  | D    |   418417.50        -    460593.62       | 2s2.2p4.(3P).3p       | 2P*     | 3/2 | 2s2.2p4.(3P).3d       | 4D       | 3/2 |   4 - 4   |    |            c51,T7317 |                |
Na VII    |                                |                   237.2        |         | 1.64e+06  | C    |  1390450?          -   1432600?         | 2p2.(3P).3d           | 2D      | 5/2 | 2s.2p.(3P*).4s        | 2P*      | 3/2 |   6 - 4   |    |           T7192c3,LS |                |
Na VII    |                                |                   237.2        |         | 1.82e+05  | D    |  1390450?          -   1432600?         | 2p2.(3P).3d           | 2D      | 3/2 | 2s.2p.(3P*).4s        | 2P*      | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   237.2658     |                                |      20 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   237.3329     |                   237.33+      |      25 |           |      |   331665.59        -    373787.8        | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<1/2>).7f | 2[7/2]   | 3,4 |   5 - 16  |    |                      |          L914  |
Na VII    |                                |                   237.4        |         | 7.77e+05  | C    |  1156180           -   1198290          | 2s.2p.(3P*).3p        | 2D      | 5/2 | 2s.2p.(1P*).3s        | 2P*      | 3/2 |   6 - 4   |    |           T7192c3,LS |                |
Na VII    |                                |                   237.5        |         | 5.17e+04  | D    |  1209910           -   1252010          | 2s.2p.(3P*).3d        | 2F*     | 5/2 | 2s.2p.(1P*).3p        | 2D       | 5/2 |   6 - 6   |    |           T7192c3,LS |                |
Na II     |                   237.5731     |                   237.57+      |      35 |           |      |   331707.90        -    373787.8        | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).7f | 2[7/2]   | 3,4 |   7 - 16  |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   237.8039     |                                |      20 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na III    |                                |                   237.8127     |         | 1.43e+02  | E    |   418556.54        -    460593.62       | 2s2.2p4.(3P).3p       | 2P*     | 1/2 | 2s2.2p4.(3P).3d       | 4D       | 3/2 |   2 - 4   |    |            c51,T7317 |                |
Na II     |                   237.9218     |                                |      20 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   238          |         | 2.90e+05  | D+   |  1335810           -   1377820          | 2s2.4d                | 2D      | 3/2 | 2p2.(1D).3p           | 2F*      | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
Na III    |                                |                   238.0668     |         | 2.86e+04  | E    |   418417.50        -    460409.70       | 2s2.2p4.(3P).3p       | 2P*     | 3/2 | 2s2.2p4.(3P).3d       | 4D       | 5/2 |   4 - 6   |    |            c51,T7317 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   238.1        |         | 2.07e+04  | E    |  1335830           -   1377820          | 2s2.4d                | 2D      | 5/2 | 2p2.(1D).3p           | 2F*      | 5/2 |   6 - 6   |    |           T7192c3,LS |                |
Na II     |                   238.2291     |                                |      25 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   238.3918     |                                |      25 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   238.5        |         | 2.01e+07  | B    |  1432610           -   1474530?         | 2p2.(1D).3d           | 2P      | 3/2 | 2s.2p.(3P*).4d        | 2P*      | 1/2 |   4 - 2   |    |           T7192c3,LS |                |
Na II     |                   238.5609     |                                |      25 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   238.6289     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na III    |                   238.6992     |                   238.6992     |      18 | 3.05e+08  | A    |   399174.71        -    441055.67       | 2s2.2p4.(1D).3s       | 2D      | 5/2 | 2s2.2p4.(1D).3p       | 2F*      | 7/2 |   6 - 8   |    |            c51,T7317 |         L1882  |
Na II     |                   238.7022     |                                |     350 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   238.7817     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   238.8289     |                   238.83+      |      60 |           |      |   330549.35        -    372407.6        | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 0   | 2s2.2p5.(2P*<3/2>).7f | 2[3/2]   | 1   |   1 - 3   |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   239.0452     |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   239.2324     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   239.3275     |                   239.33+      |  130bl* |           |      |   330636.75        -    372407.9        | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).7f | 2[3/2]   | 2   |   3 - 5   |    |                      |          L914  |
Na II     |                   239.3275     |                   239.33+      |  130bl* |           |      |   330636.75        -    372407.6        | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).7f | 2[3/2]   | 1   |   3 - 3   |    |                      |          L914  |
Na III    |                   239.3589     |                   239.3592     |       9 | 2.26e+07  | B    |   399174.71        -    440940.20       | 2s2.2p4.(1D).3s       | 2D      | 5/2 | 2s2.2p4.(1D).3p       | 2F*      | 5/2 |   6 - 6   |    |            c51,T7317 |         L1882  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   239.3612     |                                |     350 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   239.4        |         | 1.06e+06  | C    |  1209910           -   1251670          | 2s.2p.(3P*).3d        | 2F*     | 5/2 | 2s.2p.(1P*).3p        | 2D       | 3/2 |   6 - 4   |    |           T7192c3,LS |                |
Na III    |                   239.4032     |                   239.4028     |      17 | 2.80e+08  | A    |   399182.31        -    440940.20       | 2s2.2p4.(1D).3s       | 2D      | 3/2 | 2s2.2p4.(1D).3p       | 2F*      | 5/2 |   4 - 6   |    |            c51,T7317 |         L1882  |
Na II     |                   239.5642     |                   239.56+      |      30 |           |      |   332802.21        -    374532.1        | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).8f | 2[7/2]   | 3,4 |   5 - 16  |    |                      |          L914  |
Na VII    |                                |                   239.6        |         | 1.73e+07  | B    |  1348720           -   1390450?         | 2p2.(3P).3p           | 2D*     | 5/2 | 2p2.(3P).3d           | 2D       | 5/2 |   6 - 6   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   239.6        |         | 1.67e+07  | B    |  1348720           -   1390450?         | 2p2.(3P).3p           | 2D*     | 3/2 | 2p2.(3P).3d           | 2D       | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
Na VII    |                                |                   239.6        |         | 1.85e+06  | C    |  1348720           -   1390450?         | 2p2.(3P).3p           | 2D*     | 5/2 | 2p2.(3P).3d           | 2D       | 3/2 |   6 - 4   |    |           T7192c3,LS |                |
Na VII    |                                |                   239.6        |         | 1.24e+06  | C    |  1348720           -   1390450?         | 2p2.(3P).3p           | 2D*     | 3/2 | 2p2.(3P).3d           | 2D       | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
Na II     |                   239.6559     |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VI     |                                |                   239.7        |         | 5.24e+07  | C    |  1005710           -   1047410          | 2s.2p2.(4P).3p        | 3P*     | 2   | 2s.2p2.(4P).3d        | 3P       | 2   |   5 - 5   |    |           T5520c2,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   239.8        |         | 2.74e+05  | D    |  1217190           -   1258880          | 2s.2p.(3P*).3d        | 2P*     | 3/2 | 2s.2p.(1P*).3p        | 2S       | 1/2 |   4 - 2   |    |           T7192c3,LS |                |
Na VII    |                                |                   239.9        |         | 9.84e+06  | B    |  1432140           -   1473810?         | 2p2.(1D).3d           | 2P      | 1/2 | 2s.2p.(3P*).4d        | 2P*      | 3/2 |   2 - 4   |    |           T7192c3,LS |                |
Na II     |                   240.1014     |                   240.10+      |     100 |           |      |   330789.05        -    372425.4        | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).7f | 2[5/2]   | 2,3 |   5 - 12  |    |                      |          L914  |
Na II     |                   240.2019     |                   240.20+      |      45 |           |      |   330789.05        -    372407.9        | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).7f | 2[3/2]   | 2   |   5 - 5   |    |                      |          L914  |
Na II     |                   240.3299     |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   240.5938     |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na III    |                   240.6588     |                   240.6588     |      15 | 7.37e+07  | A    |   373632.32        -    415172.28       | 2s2.2p4.(3P).3s       | 2P      | 3/2 | 2s2.2p4.(3P).3p       | 2D*      | 3/2 |   4 - 4   |    |               c56,LS |         L1882  |
Na II     |                   240.9098     |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   241.0549     |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   241.2544     |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   241.7121     |                                |      30 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   241.9965     |                   242.00+      |      70 |           |      |   331123.04        -    372433.3        | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).7f | 2[7/2]   | 3,4 |   9 - 16  |    |                      |          L914  |
Na II     |                   242.0991     |                   242.10+      |     300 |           |      |   331123.04        -    372415.9        | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).7f | 2[9/2]   | 4,5 |   9 - 20  |    |                      |          L914  |
Na II     |                   242.2071     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   242.3724     |                   242.37+      |      60 |           |      |   331186.70        -    372433.3        | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).7f | 2[7/2]   | 3,4 |   7 - 16  |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   242.4729     |                   242.47+      |     300 |           |      |   331186.70        -    372415.9        | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).7f | 2[9/2]   | 4,5 |   7 - 20  |    |                      |          L914  |
Na VII    |                                |                   242.6        |         | 4.77e+07  | B+   |  1432610           -   1473810?         | 2p2.(1D).3d           | 2P      | 3/2 | 2s.2p.(3P*).4d        | 2P*      | 3/2 |   4 - 4   |    |           T7192c3,LS |                |
Na II     |                   242.7437     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   242.7968     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   242.9322     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na IV     |                                |                   243.02       |         | 6.35e+04  | C    |   531410.          -    572546.0        | 2s2.2p3.(2D*).3s      | 1D*     | 2   | 2s2.2p3.(2D*).3p      | 3D       | 3   |   5 - 7   |    |             T7663c11 |                |
Na I      |                                |                   243.376496   |         | 3.87e+03  | C+'  |        0.00000     -    [41076.141]     | 2p6.3s                | 2S      | 1/2 | 2p6.18p               | 2P*      | 3/2 |   2 - 4   |    |            T76n,T817 |                |
Na I      |                                |                   243.376703   |         | 3.87e+03  | C+'  |        0.00000     -    [41076.106]     | 2p6.3s                | 2S      | 1/2 | 2p6.18p               | 2P*      | 1/2 |   2 - 2   |    |            T76n,T817 |                |
Na II     |                   243.3840     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   243.4541     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na I      |                                |                   243.659344   |         | 4.64e+03  | C+'  |        0.00000     -    [41028.462]     | 2p6.3s                | 2S      | 1/2 | 2p6.17p               | 2P*      | 3/2 |   2 - 4   |    |            T76n,T817 |                |
Na I      |                                |                   243.659599   |         | 4.64e+03  | C+'  |        0.00000     -    [41028.419]     | 2p6.3s                | 2S      | 1/2 | 2p6.17p               | 2P*      | 1/2 |   2 - 2   |    |            T76n,T817 |                |
Na II     |                   243.7112     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   243.9144     |                   243.91+      |     200 |           |      |   332802.21        -    373787.8        | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<1/2>).7f | 2[7/2]   | 3,4 |   5 - 16  |    |                      |          L914  |
Na IV     |                                |                   243.92       |         | 3.77e+03  | D    |   531410.          -    572393.8        | 2s2.2p3.(2D*).3s      | 1D*     | 2   | 2s2.2p3.(2D*).3p      | 3D       | 2   |   5 - 5   |    |             T7663c11 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na I      |                                |                   244.000936   |         | 5.6e+03   | C+'  |        0.00000     -    [40971.028]     | 2p6.3s                | 2S      | 1/2 | 2p6.16p               | 2P*      | 3/2 |   2 - 4   |    |            T76n,T817 |                |
Na I      |                                |                   244.001245   |         | 5.6e+03   | C+'  |        0.00000     -    [40970.976]     | 2p6.3s                | 2S      | 1/2 | 2p6.16p               | 2P*      | 1/2 |   2 - 2   |    |            T76n,T817 |                |
Na IV     |                                |                   244.01       |         | 8.68e+06  | B    |   531410.          -    572379.5        | 2s2.2p3.(2D*).3s      | 1D*     | 2   | 2s2.2p3.(2D*).3p      | 3D       | 1   |   5 - 3   |    |             T7663c11 |                |
Na II     |                   244.1495     |                   244.15+      |     250 |           |      |   332841.93        -    373787.8        | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).7f | 2[7/2]   | 3,4 |   7 - 16  |    |                      |          L914  |
Na VII    |                                |                   244.2        |         | 1.29e+05  | D    |  1217950           -   1258880          | 2s.2p.(3P*).3d        | 2P*     | 1/2 | 2s.2p.(1P*).3p        | 2S       | 1/2 |   2 - 2   |    |           T7192c3,LS |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   244.2513     |                                |      80 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   244.3541     |                                |      45 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na I      |                                |                   244.418818   |         | 6.8e+03   | C+'  |        0.00000     -    [40900.985]     | 2p6.3s                | 2S      | 1/2 | 2p6.15p               | 2P*      | 3/2 |   2 - 4   |    |            T76n,T817 |                |
Na I      |                                |                   244.419195   |         | 6.8e+03   | C+'  |        0.00000     -    [40900.922]     | 2p6.3s                | 2S      | 1/2 | 2p6.15p               | 2P*      | 1/2 |   2 - 2   |    |            T76n,T817 |                |
Na II     |                   244.4439     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   244.5779     |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   244.6200     |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   244.7195     |                                |      35 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na II     |                   244.8715     |                   244.87+      |     200 |           |      |   332962.57        -    373788.1        | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).7f | 2[5/2]   | 2,3 |   5 - 12  |    |                      |          L914  |
Na I      |                                |                   244.937663   |         | 8.6e+03   | C+'  |        0.00000     -    [40814.352]     | 2p6.3s                | 2S      | 1/2 | 2p6.14p               | 2P*      | 3/2 |   2 - 4   |    |            T76n,T817 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na I      |                                |                   244.938137   |         | 8.6e+03   | C+'  |        0.00000     -    [40814.273]     | 2p6.3s                | 2S      | 1/2 | 2p6.14p               | 2P*      | 1/2 |   2 - 2   |    |            T76n,T817 |                |
Na II     |                   244.9773     |                                |      40 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
Na VII    |                                |                   245.2        |         | 9.39e+05  | C    |  1211240           -   1252010          | 2s.2p.(3P*).3d        | 2F*     | 7/2 | 2s.2p.(1P*).3p        | 2D       | 5/2 |   8 - 6   |    |           T7192c3,LS |                |
Na II     |                   245.2180     |                   245.22+      |     200 |           |      |   331665.59        -    372433.3        | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).7f | 2[7/2]   | 3,4 |   5 - 16  |    |                      |          L914  |
Na II     |                   245.2657     |                   245.27+      |     100 |           |      |   331665.59        -    372425.4        | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).7f | 2[5/2]   | 2,3 |   5 - 12  |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   245.3718     |                   245.37+      |      15 |           |      |   331665.59        -    372407.6        | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).7f | 2[3/2]   | 1   |   5 - 3   |    |                      |          L914  |
Na II     |                   245.4628     |                   245.47+      |      60 |           |      |   331707.90        -    372433.3        | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).7f | 2[7/2]   | 3,4 |   7 - 16  |    |                      |          L914  |
Na I      |                                |                   245.593045   |         | 1.12e+04  | C+'  |        0.00000     -    [40705.444]     | 2p6.3s                | 2S      | 1/2 | 2p6.13p               | 2P*      | 3/2 |   2 - 4   |    |            T76n,T817 |                |
Na I      |                                |                   245.593648   |         | 1.12e+04  | C+'  |        0.00000     -    [40705.344]     | 2p6.3s                | 2S      | 1/2 | 2p6.13p               | 2P*      | 1/2 |   2 - 2   |    |            T76n,T817 |                |
Na II     |                   245.7477     |                                |      20 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   245.9        |         | 6.74e+07  | B+   |  1251670           -   1292330          | 2s.2p.(1P*).3p        | 2D      | 3/2 | 2s.2p.(1P*).3d        | 2F*      | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
Na III    |                   245.9306     |                   245.9309     |      25 | 2.80e+08  | A    |   373632.32        -    414281.85       | 2s2.2p4.(3P).3s       | 2P      | 3/2 | 2s2.2p4.(3P).3p       | 2D*      | 5/2 |   4 - 6   |    |               c56,LS |         L1882  |
Na II     |                   246.0776     |                   246.08+      |      40 |           |      |   333162.94        -    373788.1        | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<1/2>).7f | 2[5/2]   | 2,3 |   3 - 12  |    |                      |          L914  |
Na VIII   |                                |                   246.4        |         | 6.26e+07  | C+   |  1452400           -   1492980          | 1s2.2p.3p             | 3S      | 1   | 1s2.2p.3d             | 3P*      | 0   |   3 - 1   |    |           T5633c3,LS |                |
